"Order_Date","Payment_Method","Return_Date","Shipping_Method","User_Age","User_Location","Product_ID","User_Gender","Return_Status","Product_Category","Order_ID","Discount_Applied","Return_Reason","Order_Quantity","Product_Price","User_ID","Days_to_Return","signal_changed_mind","signal_high_discount","signal_late_return","signal_bulk_return","signal_expensive_item","abuse_score","is_abuse"
"2023-09-17","Debit Card","N/A","Next-Day",42,"City99","PROD00006010","Female","Not Returned","Toys","ORD00006010",1.71,"Not Returned",3,154.26,"USER00006010",0,0,0,0,0,0,0,0
"2023-02-14","Credit Card","2024-12-03","Express",55,"City39","PROD00006016","Male","Returned","Clothing","ORD00006016",35.34,"Defective",4,368.12,"USER00006016",658,0,1,1,1,1,4,1
"2023-02-15","Gift Card","2023-04-05","Express",66,"City27","PROD00006022","Female","Returned","Clothing","ORD00006022",30.88,"Changed mind",2,496.66,"USER00006022",49,1,0,0,0,1,2,1
"2023-05-26","Gift Card","2024-12-19","Express",37,"City28","PROD00006027","Male","Returned","Books","ORD00006027",8.12,"Wrong item",4,395.19,"USER00006027",573,0,0,1,1,1,3,1
"2023-07-25","Credit Card","N/A","Express",58,"City17","PROD00006028","Male","Not Returned","Books","ORD00006028",2.98,"Not Returned",5,70.19,"USER00006028",0,0,0,0,0,0,0,0
"2023-10-20","PayPal","N/A","Express",68,"City97","PROD00006030","Male","Not Returned","Home","ORD00006030",46.99,"Not Returned",5,156.2,"USER00006030",0,0,0,0,0,0,0,0
"2024-04-12","Gift Card","2024-04-29","Standard",30,"City30","PROD00006036","Female","Returned","Books","ORD00006036",46.58,"Wrong item",4,215.51,"USER00006036",17,0,1,0,1,0,2,1
"2024-02-06","Credit Card","N/A","Next-Day",46,"City70","PROD00006046","Female","Not Returned","Toys","ORD00006046",45.55,"Not Returned",1,209.77,"USER00006046",0,0,0,0,0,0,0,0
"2024-01-09","Credit Card","N/A","Express",24,"City1","PROD00006047","Male","Not Returned","Books","ORD00006047",18.61,"Not Returned",4,60.22,"USER00006047",0,0,0,0,0,0,0,0
"2023-08-24","Debit Card","2024-02-28","Next-Day",64,"City55","PROD00006050","Female","Returned","Clothing","ORD00006050",5.1,"Changed mind",5,152.27,"USER00006050",188,1,0,1,1,0,3,1
"2023-02-15","PayPal","2024-02-06","Next-Day",53,"City97","PROD00006055","Female","Returned","Books","ORD00006055",25.93,"Not as described",3,49.08,"USER00006055",356,0,0,1,0,0,1,0
"2023-02-17","Credit Card","N/A","Express",20,"City45","PROD00006062","Male","Not Returned","Books","ORD00006062",26.13,"Not Returned",4,343.29,"USER00006062",0,0,0,0,0,0,0,0
"2024-07-01","Credit Card","N/A","Standard",61,"City43","PROD00006072","Female","Not Returned","Clothing","ORD00006072",3.19,"Not Returned",2,21.43,"USER00006072",0,0,0,0,0,0,0,0
"2023-01-19","Gift Card","2024-07-16","Standard",32,"City68","PROD00006073","Female","Returned","Clothing","ORD00006073",0.02,"Wrong item",4,143.58,"USER00006073",544,0,0,1,1,0,2,1
"2023-09-09","Debit Card","N/A","Next-Day",60,"City63","PROD00006076","Male","Not Returned","Electronics","ORD00006076",14.5,"Not Returned",1,272.81,"USER00006076",0,0,0,0,0,0,0,0
"2023-11-09","Gift Card","2024-07-30","Next-Day",57,"City58","PROD00006078","Female","Returned","Books","ORD00006078",6.08,"Wrong item",3,393.38,"USER00006078",264,0,0,1,0,1,2,1
"2023-03-15","Gift Card","2023-06-09","Standard",43,"City67","PROD00006082","Male","Returned","Books","ORD00006082",42.98,"Defective",4,207.43,"USER00006082",86,0,1,0,1,0,2,1
"2023-01-10","Gift Card","N/A","Standard",36,"City56","PROD00006083","Female","Not Returned","Electronics","ORD00006083",37.53,"Not Returned",4,169.09,"USER00006083",0,0,0,0,0,0,0,0
"2023-11-25","Credit Card","N/A","Next-Day",62,"City45","PROD00006087","Female","Not Returned","Electronics","ORD00006087",21.44,"Not Returned",3,214.23,"USER00006087",0,0,0,0,0,0,0,0
"2024-01-30","Gift Card","2024-07-19","Express",70,"City79","PROD00006105","Male","Returned","Books","ORD00006105",40.52,"Wrong item",4,346.7,"USER00006105",171,0,1,1,1,0,3,1
"2023-03-15","Gift Card","N/A","Standard",67,"City85","PROD00006108","Male","Not Returned","Toys","ORD00006108",39.14,"Not Returned",1,407.8,"USER00006108",0,0,0,0,0,0,0,0
"2023-01-29","Debit Card","N/A","Next-Day",66,"City1","PROD00006110","Male","Not Returned","Clothing","ORD00006110",46.54,"Not Returned",5,54.28,"USER00006110",0,0,0,0,0,0,0,0
"2024-09-20","Gift Card","N/A","Standard",49,"City51","PROD00006118","Female","Not Returned","Clothing","ORD00006118",46.36,"Not Returned",5,129.29,"USER00006118",0,0,0,0,0,0,0,0
"2023-12-19","Gift Card","N/A","Standard",37,"City17","PROD00006119","Male","Not Returned","Toys","ORD00006119",43.61,"Not Returned",4,256.26,"USER00006119",0,0,0,0,0,0,0,0
"2023-09-15","Credit Card","N/A","Standard",47,"City42","PROD00006124","Female","Not Returned","Clothing","ORD00006124",29.7,"Not Returned",3,80.18,"USER00006124",0,0,0,0,0,0,0,0
"2023-04-26","PayPal","N/A","Next-Day",23,"City97","PROD00006127","Female","Not Returned","Clothing","ORD00006127",0.12,"Not Returned",1,469.55,"USER00006127",0,0,0,0,0,0,0,0
"2023-09-17","Credit Card","2024-08-24","Express",50,"City36","PROD00006128","Male","Returned","Books","ORD00006128",48.1,"Not as described",3,420.29,"USER00006128",342,0,1,1,0,1,3,1
"2023-01-04","Credit Card","2024-04-28","Express",38,"City5","PROD00006131","Female","Returned","Clothing","ORD00006131",36.02,"Not as described",2,139.33,"USER00006131",480,0,1,1,0,0,2,1
"2024-03-14","Credit Card","N/A","Standard",59,"City79","PROD00006137","Female","Not Returned","Electronics","ORD00006137",23.55,"Not Returned",5,171.71,"USER00006137",0,0,0,0,0,0,0,0
"2023-03-13","Credit Card","2023-11-13","Standard",64,"City65","PROD00006138","Female","Returned","Home","ORD00006138",34.15,"Defective",5,262.81,"USER00006138",245,0,0,1,1,0,2,1
"2023-03-28","Debit Card","N/A","Standard",56,"City73","PROD00006145","Male","Not Returned","Home","ORD00006145",40.85,"Not Returned",5,347.86,"USER00006145",0,0,0,0,0,0,0,0
"2023-01-19","PayPal","N/A","Standard",41,"City14","PROD00006148","Female","Not Returned","Toys","ORD00006148",39.25,"Not Returned",2,194.67,"USER00006148",0,0,0,0,0,0,0,0
"2023-02-11","Gift Card","2024-03-10","Express",25,"City46","PROD00006149","Female","Returned","Books","ORD00006149",26.43,"Not as described",4,198.68,"USER00006149",393,0,0,1,1,0,2,1
"2023-11-20","Gift Card","N/A","Express",24,"City63","PROD00006151","Male","Not Returned","Books","ORD00006151",21.16,"Not Returned",4,89.05,"USER00006151",0,0,0,0,0,0,0,0
"2024-06-23","PayPal","2024-07-30","Standard",54,"City44","PROD00006160","Female","Returned","Toys","ORD00006160",35.65,"Changed mind",1,316.19,"USER00006160",37,1,1,0,0,0,2,1
"2023-04-09","Credit Card","N/A","Express",48,"City58","PROD00006163","Female","Not Returned","Home","ORD00006163",16.61,"Not Returned",2,5.64,"USER00006163",0,0,0,0,0,0,0,0
"2023-12-31","Gift Card","2024-01-13","Standard",44,"City2","PROD00006175","Male","Returned","Toys","ORD00006175",36.45,"Changed mind",3,283.69,"USER00006175",13,1,1,0,0,0,2,1
"2024-07-29","Credit Card","2024-10-25","Express",29,"City54","PROD00006180","Male","Returned","Toys","ORD00006180",19.9,"Changed mind",4,429.48,"USER00006180",88,1,0,0,1,1,3,1
"2024-08-13","PayPal","N/A","Standard",32,"City64","PROD00006183","Female","Not Returned","Clothing","ORD00006183",26,"Not Returned",1,437.92,"USER00006183",0,0,0,0,0,0,0,0
"2024-05-14","Gift Card","N/A","Standard",21,"City34","PROD00006193","Male","Not Returned","Clothing","ORD00006193",19.97,"Not Returned",5,85.11,"USER00006193",0,0,0,0,0,0,0,0
"2023-11-18","Credit Card","N/A","Standard",56,"City47","PROD00006194","Male","Not Returned","Electronics","ORD00006194",34.93,"Not Returned",2,101.91,"USER00006194",0,0,0,0,0,0,0,0
"2023-03-01","Debit Card","N/A","Standard",66,"City58","PROD00006202","Male","Not Returned","Toys","ORD00006202",0.26,"Not Returned",4,270.7,"USER00006202",0,0,0,0,0,0,0,0
"2023-01-18","Credit Card","2024-06-15","Standard",23,"City44","PROD00006217","Female","Returned","Clothing","ORD00006217",22.88,"Wrong item",3,201.51,"USER00006217",514,0,0,1,0,0,1,0
"2023-09-25","Credit Card","N/A","Next-Day",67,"City15","PROD00006218","Male","Not Returned","Home","ORD00006218",7.38,"Not Returned",5,8.75,"USER00006218",0,0,0,0,0,0,0,0
"2023-06-15","Gift Card","2023-07-17","Next-Day",59,"City79","PROD00006225","Male","Returned","Electronics","ORD00006225",25.24,"Defective",4,6.37,"USER00006225",32,0,0,0,1,0,1,0
"2024-06-13","Credit Card","N/A","Express",58,"City8","PROD00006230","Male","Not Returned","Electronics","ORD00006230",12.07,"Not Returned",1,252.89,"USER00006230",0,0,0,0,0,0,0,0
"2023-09-14","Gift Card","2024-05-09","Express",37,"City50","PROD00006231","Female","Returned","Books","ORD00006231",28,"Not as described",2,228.9,"USER00006231",238,0,0,1,0,0,1,0
"2024-11-18","Debit Card","N/A","Standard",25,"City100","PROD00006234","Male","Not Returned","Home","ORD00006234",7.27,"Not Returned",5,36.91,"USER00006234",0,0,0,0,0,0,0,0
"2024-12-05","Credit Card","N/A","Express",41,"City45","PROD00006235","Female","Not Returned","Clothing","ORD00006235",2.52,"Not Returned",5,254.09,"USER00006235",0,0,0,0,0,0,0,0
"2023-09-26","Debit Card","N/A","Next-Day",50,"City43","PROD00006237","Male","Not Returned","Clothing","ORD00006237",17.69,"Not Returned",2,287.7,"USER00006237",0,0,0,0,0,0,0,0
"2024-07-26","Debit Card","N/A","Standard",70,"City77","PROD00006244","Male","Not Returned","Home","ORD00006244",18.63,"Not Returned",1,333.83,"USER00006244",0,0,0,0,0,0,0,0
"2024-08-17","Credit Card","N/A","Next-Day",21,"City29","PROD00006252","Female","Not Returned","Electronics","ORD00006252",38.26,"Not Returned",5,255.03,"USER00006252",0,0,0,0,0,0,0,0
"2023-07-21","Credit Card","N/A","Express",54,"City33","PROD00006256","Female","Not Returned","Electronics","ORD00006256",6.3,"Not Returned",3,125.67,"USER00006256",0,0,0,0,0,0,0,0
"2023-06-24","Debit Card","2024-12-15","Express",55,"City26","PROD00006258","Female","Returned","Books","ORD00006258",49.65,"Wrong item",1,7.18,"USER00006258",540,0,1,1,0,0,2,1
"2023-09-13","Debit Card","2023-10-15","Next-Day",30,"City52","PROD00006260","Female","Returned","Clothing","ORD00006260",49,"Not as described",5,217.29,"USER00006260",32,0,1,0,1,0,2,1
"2024-09-20","PayPal","N/A","Express",30,"City20","PROD00006262","Male","Not Returned","Home","ORD00006262",7.09,"Not Returned",4,41.9,"USER00006262",0,0,0,0,0,0,0,0
"2023-12-13","Credit Card","N/A","Next-Day",55,"City62","PROD00006272","Female","Not Returned","Toys","ORD00006272",16.71,"Not Returned",5,119.11,"USER00006272",0,0,0,0,0,0,0,0
"2024-01-18","PayPal","2024-02-18","Standard",35,"City15","PROD00006275","Female","Returned","Clothing","ORD00006275",15.42,"Not as described",5,349.51,"USER00006275",31,0,0,0,1,0,1,0
"2024-07-22","Gift Card","N/A","Standard",49,"City34","PROD00006280","Female","Not Returned","Books","ORD00006280",38.4,"Not Returned",2,118.62,"USER00006280",0,0,0,0,0,0,0,0
"2023-03-07","Gift Card","2024-03-25","Next-Day",42,"City87","PROD00006281","Male","Returned","Clothing","ORD00006281",48.72,"Not as described",3,72.88,"USER00006281",384,0,1,1,0,0,2,1
"2023-09-27","Debit Card","2024-12-09","Next-Day",63,"City57","PROD00006282","Female","Returned","Home","ORD00006282",48.33,"Changed mind",4,63.39,"USER00006282",439,1,1,1,1,0,4,1
"2024-05-04","Gift Card","N/A","Standard",35,"City73","PROD00006284","Male","Not Returned","Books","ORD00006284",16.34,"Not Returned",4,408.34,"USER00006284",0,0,0,0,0,0,0,0
"2023-12-07","Gift Card","2024-11-04","Next-Day",59,"City88","PROD00006313","Female","Returned","Books","ORD00006313",19.59,"Wrong item",1,75.75,"USER00006313",333,0,0,1,0,0,1,0
"2024-01-30","Credit Card","N/A","Next-Day",55,"City87","PROD00006319","Male","Not Returned","Books","ORD00006319",0.63,"Not Returned",5,209.64,"USER00006319",0,0,0,0,0,0,0,0
"2024-04-04","Debit Card","N/A","Next-Day",64,"City9","PROD00006322","Male","Not Returned","Home","ORD00006322",5.95,"Not Returned",2,298.01,"USER00006322",0,0,0,0,0,0,0,0
"2023-01-17","PayPal","2023-12-16","Standard",20,"City72","PROD00006323","Female","Returned","Clothing","ORD00006323",20.6,"Changed mind",3,425.96,"USER00006323",333,1,0,1,0,1,3,1
"2023-04-14","PayPal","N/A","Next-Day",50,"City26","PROD00006324","Female","Not Returned","Toys","ORD00006324",45.19,"Not Returned",4,191.93,"USER00006324",0,0,0,0,0,0,0,0
"2023-04-01","PayPal","2023-05-06","Express",30,"City11","PROD00006327","Female","Returned","Toys","ORD00006327",10.19,"Not as described",5,254.68,"USER00006327",35,0,0,0,1,0,1,0
"2024-02-11","Gift Card","N/A","Express",39,"City33","PROD00006335","Female","Not Returned","Books","ORD00006335",24.5,"Not Returned",5,453.57,"USER00006335",0,0,0,0,0,0,0,0
"2023-05-04","PayPal","2024-12-20","Express",58,"City77","PROD00006340","Male","Returned","Electronics","ORD00006340",3.48,"Changed mind",5,223.62,"USER00006340",596,1,0,1,1,0,3,1
"2024-04-11","PayPal","N/A","Next-Day",57,"City90","PROD00006343","Female","Not Returned","Books","ORD00006343",2.9,"Not Returned",3,302.03,"USER00006343",0,0,0,0,0,0,0,0
"2023-01-25","Debit Card","N/A","Next-Day",31,"City88","PROD00006348","Female","Not Returned","Books","ORD00006348",24.56,"Not Returned",2,419.21,"USER00006348",0,0,0,0,0,0,0,0
"2023-08-05","PayPal","N/A","Next-Day",36,"City63","PROD00006361","Female","Not Returned","Electronics","ORD00006361",42.6,"Not Returned",4,292.11,"USER00006361",0,0,0,0,0,0,0,0
"2023-12-10","Credit Card","2024-06-21","Standard",41,"City27","PROD00006382","Female","Returned","Toys","ORD00006382",40.36,"Changed mind",1,28.09,"USER00006382",194,1,1,1,0,0,3,1
"2024-05-07","Credit Card","N/A","Standard",22,"City7","PROD00006389","Female","Not Returned","Clothing","ORD00006389",16.86,"Not Returned",2,313.92,"USER00006389",0,0,0,0,0,0,0,0
"2023-10-01","Credit Card","N/A","Next-Day",29,"City92","PROD00006400","Female","Not Returned","Clothing","ORD00006400",46.77,"Not Returned",1,11.14,"USER00006400",0,0,0,0,0,0,0,0
"2024-05-23","PayPal","2024-05-28","Express",26,"City9","PROD00006404","Male","Returned","Home","ORD00006404",0.49,"Defective",2,127.21,"USER00006404",5,0,0,0,0,0,0,0
"2024-08-23","Credit Card","2024-12-02","Next-Day",50,"City61","PROD00006424","Female","Returned","Clothing","ORD00006424",49.97,"Defective",1,94.11,"USER00006424",101,0,1,1,0,0,2,1
"2023-02-18","PayPal","2024-01-21","Standard",29,"City2","PROD00006426","Male","Returned","Books","ORD00006426",30.63,"Changed mind",3,194.33,"USER00006426",337,1,0,1,0,0,2,1
"2024-10-08","PayPal","N/A","Express",63,"City65","PROD00006439","Female","Not Returned","Home","ORD00006439",16.44,"Not Returned",1,260.8,"USER00006439",0,0,0,0,0,0,0,0
"2023-01-17","Gift Card","2023-11-01","Express",50,"City40","PROD00006448","Female","Returned","Toys","ORD00006448",20.97,"Wrong item",1,325.27,"USER00006448",288,0,0,1,0,0,1,0
"2023-05-08","Gift Card","N/A","Standard",29,"City38","PROD00006450","Male","Not Returned","Home","ORD00006450",3.25,"Not Returned",5,160.68,"USER00006450",0,0,0,0,0,0,0,0
"2024-10-21","Gift Card","N/A","Express",53,"City43","PROD00006453","Female","Not Returned","Clothing","ORD00006453",41.35,"Not Returned",5,213.52,"USER00006453",0,0,0,0,0,0,0,0
"2023-01-04","Credit Card","2024-02-08","Next-Day",57,"City70","PROD00006454","Female","Returned","Toys","ORD00006454",22.68,"Changed mind",1,117.75,"USER00006454",400,1,0,1,0,0,2,1
"2023-11-23","Credit Card","N/A","Standard",59,"City98","PROD00006455","Female","Not Returned","Clothing","ORD00006455",0.13,"Not Returned",3,252.61,"USER00006455",0,0,0,0,0,0,0,0
"2023-06-03","Debit Card","N/A","Standard",53,"City64","PROD00006457","Female","Not Returned","Toys","ORD00006457",10.94,"Not Returned",2,424.4,"USER00006457",0,0,0,0,0,0,0,0
"2023-01-12","Credit Card","N/A","Express",27,"City63","PROD00006458","Male","Not Returned","Clothing","ORD00006458",15.5,"Not Returned",5,291.79,"USER00006458",0,0,0,0,0,0,0,0
"2023-01-13","Debit Card","N/A","Standard",42,"City52","PROD00006460","Male","Not Returned","Electronics","ORD00006460",0.56,"Not Returned",1,211.31,"USER00006460",0,0,0,0,0,0,0,0
"2024-12-17","Gift Card","N/A","Next-Day",57,"City79","PROD00006462","Male","Not Returned","Home","ORD00006462",48.93,"Not Returned",5,74.11,"USER00006462",0,0,0,0,0,0,0,0
"2023-07-22","Credit Card","N/A","Next-Day",43,"City30","PROD00006464","Female","Not Returned","Toys","ORD00006464",15.2,"Not Returned",1,267.47,"USER00006464",0,0,0,0,0,0,0,0
"2024-04-06","PayPal","N/A","Standard",70,"City13","PROD00006469","Female","Not Returned","Books","ORD00006469",6.03,"Not Returned",1,396.52,"USER00006469",0,0,0,0,0,0,0,0
"2024-03-19","Debit Card","N/A","Express",27,"City63","PROD00006475","Female","Not Returned","Toys","ORD00006475",16.2,"Not Returned",1,61.41,"USER00006475",0,0,0,0,0,0,0,0
"2024-08-11","Credit Card","N/A","Standard",44,"City52","PROD00006486","Male","Not Returned","Electronics","ORD00006486",45.62,"Not Returned",5,496.93,"USER00006486",0,0,0,0,0,0,0,0
"2023-12-29","Gift Card","N/A","Next-Day",62,"City94","PROD00006493","Female","Not Returned","Toys","ORD00006493",47.07,"Not Returned",1,35.65,"USER00006493",0,0,0,0,0,0,0,0
"2023-08-23","Debit Card","2024-09-26","Next-Day",33,"City85","PROD00006501","Female","Returned","Home","ORD00006501",9.11,"Defective",3,422.14,"USER00006501",400,0,0,1,0,1,2,1
"2024-03-07","Debit Card","N/A","Standard",51,"City44","PROD00006504","Male","Not Returned","Toys","ORD00006504",28.66,"Not Returned",2,377.6,"USER00006504",0,0,0,0,0,0,0,0
"2024-06-01","Gift Card","2024-08-31","Standard",61,"City44","PROD00006517","Male","Returned","Electronics","ORD00006517",43.09,"Defective",1,204,"USER00006517",91,0,1,1,0,0,2,1
"2024-03-05","Debit Card","N/A","Express",59,"City94","PROD00006520","Male","Not Returned","Clothing","ORD00006520",8.37,"Not Returned",3,219.04,"USER00006520",0,0,0,0,0,0,0,0
"2023-04-30","Debit Card","N/A","Next-Day",31,"City51","PROD00006524","Male","Not Returned","Books","ORD00006524",2.3,"Not Returned",5,142.99,"USER00006524",0,0,0,0,0,0,0,0
"2024-08-21","PayPal","N/A","Express",28,"City34","PROD00006526","Female","Not Returned","Books","ORD00006526",29.45,"Not Returned",3,430.89,"USER00006526",0,0,0,0,0,0,0,0
"2024-10-30","Gift Card","N/A","Next-Day",55,"City49","PROD00006527","Female","Not Returned","Toys","ORD00006527",49.91,"Not Returned",2,221.42,"USER00006527",0,0,0,0,0,0,0,0
"2024-04-11","PayPal","N/A","Next-Day",41,"City48","PROD00006532","Female","Not Returned","Electronics","ORD00006532",2.12,"Not Returned",1,298.23,"USER00006532",0,0,0,0,0,0,0,0
"2023-03-13","Debit Card","N/A","Express",50,"City59","PROD00006558","Female","Not Returned","Toys","ORD00006558",35.69,"Not Returned",3,209.33,"USER00006558",0,0,0,0,0,0,0,0
"2023-10-25","Credit Card","2023-12-31","Standard",47,"City70","PROD00006562","Male","Returned","Clothing","ORD00006562",9.41,"Wrong item",2,370.95,"USER00006562",67,0,0,0,0,1,1,0
"2023-06-03","Debit Card","N/A","Next-Day",21,"City22","PROD00006571","Male","Not Returned","Home","ORD00006571",49.6,"Not Returned",2,269.83,"USER00006571",0,0,0,0,0,0,0,0
"2023-03-21","Credit Card","N/A","Next-Day",56,"City41","PROD00006572","Male","Not Returned","Toys","ORD00006572",45.16,"Not Returned",2,374.21,"USER00006572",0,0,0,0,0,0,0,0
"2024-10-27","Debit Card","2024-11-19","Standard",35,"City22","PROD00006578","Female","Returned","Electronics","ORD00006578",30.93,"Changed mind",1,196.28,"USER00006578",23,1,0,0,0,0,1,0
"2023-03-08","PayPal","N/A","Express",29,"City8","PROD00006582","Female","Not Returned","Books","ORD00006582",16.93,"Not Returned",2,374.17,"USER00006582",0,0,0,0,0,0,0,0
"2023-04-11","PayPal","N/A","Express",40,"City61","PROD00006589","Female","Not Returned","Clothing","ORD00006589",42.09,"Not Returned",4,69.72,"USER00006589",0,0,0,0,0,0,0,0
"2024-06-20","Debit Card","N/A","Next-Day",54,"City58","PROD00006590","Female","Not Returned","Home","ORD00006590",12.83,"Not Returned",3,392.16,"USER00006590",0,0,0,0,0,0,0,0
"2024-07-01","Debit Card","N/A","Standard",48,"City90","PROD00006600","Female","Not Returned","Clothing","ORD00006600",34.06,"Not Returned",2,57.98,"USER00006600",0,0,0,0,0,0,0,0
"2024-12-17","PayPal","N/A","Express",35,"City90","PROD00006603","Male","Not Returned","Books","ORD00006603",37.73,"Not Returned",2,474.36,"USER00006603",0,0,0,0,0,0,0,0
"2023-03-09","Debit Card","2023-08-16","Next-Day",45,"City90","PROD00006609","Male","Returned","Books","ORD00006609",27.81,"Defective",1,252.87,"USER00006609",160,0,0,1,0,0,1,0
"2023-06-13","Gift Card","N/A","Next-Day",54,"City62","PROD00006610","Male","Not Returned","Toys","ORD00006610",29.07,"Not Returned",1,481.49,"USER00006610",0,0,0,0,0,0,0,0
"2024-09-02","Credit Card","N/A","Standard",57,"City33","PROD00006611","Male","Not Returned","Clothing","ORD00006611",11.28,"Not Returned",2,224.4,"USER00006611",0,0,0,0,0,0,0,0
"2023-10-21","Gift Card","2023-10-23","Next-Day",28,"City63","PROD00006615","Female","Returned","Electronics","ORD00006615",45.3,"Defective",1,413.57,"USER00006615",2,0,1,0,0,1,2,1
"2024-06-28","Debit Card","2024-07-23","Express",51,"City87","PROD00006619","Female","Returned","Books","ORD00006619",1.91,"Not as described",2,51.54,"USER00006619",25,0,0,0,0,0,0,0
"2024-04-20","PayPal","N/A","Standard",30,"City81","PROD00006639","Male","Not Returned","Home","ORD00006639",45.21,"Not Returned",2,128.95,"USER00006639",0,0,0,0,0,0,0,0
"2024-06-18","Gift Card","N/A","Standard",59,"City54","PROD00006642","Female","Not Returned","Clothing","ORD00006642",27.49,"Not Returned",3,60.51,"USER00006642",0,0,0,0,0,0,0,0
"2024-02-17","Debit Card","N/A","Standard",37,"City27","PROD00006649","Male","Not Returned","Books","ORD00006649",25.45,"Not Returned",2,176.74,"USER00006649",0,0,0,0,0,0,0,0
"2024-10-06","PayPal","N/A","Express",48,"City13","PROD00006666","Male","Not Returned","Toys","ORD00006666",37.75,"Not Returned",5,92.13,"USER00006666",0,0,0,0,0,0,0,0
"2023-05-22","Credit Card","N/A","Standard",25,"City96","PROD00006673","Male","Not Returned","Home","ORD00006673",33.61,"Not Returned",5,10.22,"USER00006673",0,0,0,0,0,0,0,0
"2023-02-22","Credit Card","2023-12-03","Express",44,"City78","PROD00006675","Female","Returned","Clothing","ORD00006675",6.45,"Defective",2,207.89,"USER00006675",284,0,0,1,0,0,1,0
"2023-01-12","PayPal","N/A","Next-Day",50,"City91","PROD00006684","Male","Not Returned","Toys","ORD00006684",9.11,"Not Returned",4,493.15,"USER00006684",0,0,0,0,0,0,0,0
"2023-11-21","Gift Card","2024-03-13","Standard",26,"City90","PROD00006697","Male","Returned","Electronics","ORD00006697",8.94,"Wrong item",4,5.56,"USER00006697",113,0,0,1,1,0,2,1
"2023-08-08","Debit Card","2023-11-17","Next-Day",62,"City36","PROD00006698","Male","Returned","Home","ORD00006698",40.34,"Defective",1,274.57,"USER00006698",101,0,1,1,0,0,2,1
"2023-08-21","Credit Card","2024-10-18","Express",29,"City65","PROD00006701","Female","Returned","Home","ORD00006701",2.53,"Changed mind",2,102.45,"USER00006701",424,1,0,1,0,0,2,1
"2023-11-04","Credit Card","N/A","Next-Day",66,"City98","PROD00006709","Male","Not Returned","Electronics","ORD00006709",39.34,"Not Returned",2,371.34,"USER00006709",0,0,0,0,0,0,0,0
"2024-02-29","Debit Card","N/A","Next-Day",52,"City19","PROD00006711","Male","Not Returned","Electronics","ORD00006711",2.02,"Not Returned",1,106.64,"USER00006711",0,0,0,0,0,0,0,0
"2024-12-07","Credit Card","N/A","Express",28,"City30","PROD00006714","Female","Not Returned","Clothing","ORD00006714",8.84,"Not Returned",3,207.23,"USER00006714",0,0,0,0,0,0,0,0
"2023-01-23","Debit Card","N/A","Standard",43,"City78","PROD00006730","Female","Not Returned","Toys","ORD00006730",23.24,"Not Returned",5,288.5,"USER00006730",0,0,0,0,0,0,0,0
"2023-11-05","Gift Card","N/A","Express",56,"City53","PROD00006735","Female","Not Returned","Toys","ORD00006735",49.19,"Not Returned",1,297.47,"USER00006735",0,0,0,0,0,0,0,0
"2024-06-16","Credit Card","N/A","Express",68,"City59","PROD00006742","Female","Not Returned","Clothing","ORD00006742",22.12,"Not Returned",5,134.89,"USER00006742",0,0,0,0,0,0,0,0
"2023-04-11","Credit Card","N/A","Next-Day",35,"City57","PROD00006753","Female","Not Returned","Home","ORD00006753",43.95,"Not Returned",4,8.53,"USER00006753",0,0,0,0,0,0,0,0
"2024-10-29","Gift Card","N/A","Standard",58,"City5","PROD00006758","Male","Not Returned","Toys","ORD00006758",10.07,"Not Returned",1,375.61,"USER00006758",0,0,0,0,0,0,0,0
"2023-05-16","Gift Card","N/A","Express",36,"City100","PROD00006764","Male","Not Returned","Clothing","ORD00006764",36.31,"Not Returned",1,437.64,"USER00006764",0,0,0,0,0,0,0,0
"2023-06-05","Credit Card","N/A","Express",39,"City36","PROD00006766","Female","Not Returned","Books","ORD00006766",49.87,"Not Returned",4,312.43,"USER00006766",0,0,0,0,0,0,0,0
"2023-01-22","Gift Card","N/A","Standard",57,"City9","PROD00006773","Male","Not Returned","Clothing","ORD00006773",19.74,"Not Returned",4,200.74,"USER00006773",0,0,0,0,0,0,0,0
"2024-07-27","Credit Card","N/A","Standard",34,"City77","PROD00006774","Female","Not Returned","Toys","ORD00006774",5.32,"Not Returned",3,183.5,"USER00006774",0,0,0,0,0,0,0,0
"2024-08-10","Credit Card","2024-11-26","Standard",43,"City38","PROD00006779","Male","Returned","Electronics","ORD00006779",12.5,"Defective",4,308.97,"USER00006779",108,0,0,1,1,0,2,1
"2023-07-05","PayPal","2023-12-18","Express",25,"City80","PROD00006784","Male","Returned","Clothing","ORD00006784",9.9,"Changed mind",2,388.29,"USER00006784",166,1,0,1,0,1,3,1
"2023-07-12","Gift Card","2023-07-31","Next-Day",48,"City3","PROD00006794","Male","Returned","Home","ORD00006794",14.78,"Defective",2,169.91,"USER00006794",19,0,0,0,0,0,0,0
"2024-03-22","Gift Card","N/A","Standard",33,"City31","PROD00006795","Male","Not Returned","Electronics","ORD00006795",37.67,"Not Returned",1,487.25,"USER00006795",0,0,0,0,0,0,0,0
"2023-06-06","Debit Card","2024-01-31","Next-Day",19,"City9","PROD00006796","Male","Returned","Home","ORD00006796",19.03,"Changed mind",5,59.23,"USER00006796",239,1,0,1,1,0,3,1
"2024-04-26","Gift Card","2024-11-27","Express",23,"City8","PROD00006797","Male","Returned","Clothing","ORD00006797",34.55,"Changed mind",4,80.1,"USER00006797",215,1,0,1,1,0,3,1
